chromosome,start,end,coverage
VIII,214421,214422,393
VIII,214422,214423,397
VIII,214423,214425,399
VIII,214425,214427,414
VIII,214443,214445,373
VIII,214448,214450,368
VIII,214469,214471,370
VIII,214471,214472,372
VIII,214472,214473,373
VIII,214473,214474,374
VIII,214474,214476,373
VIII,214476,214477,370
VIII,214478,214491,367
VIII,214493,214494,368
VIII,214494,214495,366
VIII,214495,214497,367
VIII,214497,214500,371
VIII,214503,214505,362
VIII,214506,214509,364
VIII,214514,214515,361
VIII,214520,214521,363
VIII,214521,214522,364
VIII,214523,214524,362
VIII,214537,214539,362
VIII,214666,214668,361
VIII,214668,214669,365
VIII,214669,214670,362
VIII,214676,214677,366
VIII,214677,214678,365
VIII,214678,214679,366
VIII,214679,214681,368
VIII,214681,214682,366
VIII,214682,214683,365
VIII,214683,214685,373
VIII,215022,215023,366
VIII,215023,215024,361
VIII,562486,562488,378
VIII,562493,562495,385
VIII,562501,562503,425
VIII,562529,562531,469
VIII,562542,562544,441
XII,451447,451449,361
XII,451449,451450,362
XII,451452,451454,377
XII,451455,451458,402
XII,451467,451468,516
XII,451468,451469,514
XII,451474,451476,641
XII,451476,451477,643
XII,451483,451487,699
XII,451490,451492,746
XII,451495,451496,785
XII,451496,451497,786
XII,451500,451501,832
XII,451501,451502,830
XII,451503,451505,884
XII,451513,451514,1034
XII,451514,451515,1031
XII,451517,451519,1138
XII,451528,451530,1238
XII,451530,451532,1236
XII,451535,451537,1243
XII,451543,451546,1287
XII,451547,451549,1294
XII,451549,451550,1293
XII,451550,451552,1291
XII,451552,451554,1290
XII,451556,451558,1288
XII,451558,451559,1287
XII,451559,451561,1283
XII,451562,451565,1296
XII,451565,451566,1295
XII,451584,451586,1216
XII,451586,451588,1215
XII,451591,451593,1324
XII,451598,451600,1314
XII,451603,451605,1357
XII,451646,451647,1862
XII,451647,451648,1860
XII,451648,451649,1864
XII,451651,451653,2048
XII,451678,451679,2093
XII,451681,451683,2100
XII,451685,451687,2145
XII,451691,451692,2254
XII,451692,451693,2255
XII,451699,451700,2304
XII,451700,451701,2305
XII,451701,451703,2370
XII,451706,451708,2449
XII,451708,451710,2470
XII,451713,451715,2577
XII,451729,451730,2846
XII,451762,451764,2770
XII,451772,451773,2358
XII,451773,451774,2357
XII,451812,451814,2179
XII,451814,451816,2180
XII,451823,451824,2210
XII,451824,451825,2209
XII,451840,451842,2345
XII,451850,451851,2467
XII,451851,451852,2466
XII,451899,451901,2477
XII,451904,451905,2437
XII,451905,451906,2438
XII,451916,451917,2439
XII,451936,451937,2606
XII,451937,451939,2608
XII,451948,451949,2720
XII,451949,451950,2721
XII,451960,451962,2621
XII,451968,451970,2588
XII,451974,451976,2565
XII,452001,452003,2248
XII,452003,452005,2253
XII,452016,452017,2133
XII,452017,452018,2132
XII,452022,452024,2038
XII,452025,452026,1988
XII,452026,452027,1987
XII,452052,452054,2015
XII,452061,452062,2126
XII,452062,452064,2127
XII,452066,452067,2061
XII,452067,452068,2062
XII,452068,452069,2059
XII,452083,452085,2173
XII,452089,452090,2208
XII,452090,452091,2206
XII,452094,452096,2130
XII,452122,452123,2193
XII,452123,452125,2191
XII,452130,452132,2208
XII,452148,452150,2232
XII,452156,452157,2106
XII,452157,452158,2103
XII,452166,452167,1956
XII,452167,452168,1955
XII,452178,452180,1959
XII,452203,452205,1994
XII,452208,452209,1903
XII,452209,452210,1902
XII,452223,452226,2196
XII,452239,452240,1903
XII,452240,452241,1900
XII,452241,452242,1907
XII,452257,452258,1958
XII,452258,452259,1957
XII,452262,452264,2059
XII,452264,452265,2058
XII,452267,452268,2140
XII,452268,452269,2138
XII,452284,452286,2086
XII,452310,452312,2127
XII,452312,452314,2125
XII,452320,452321,2094
XII,452321,452322,2093
XII,452329,452330,2096
XII,452330,452331,2095
XII,452352,452354,2176
XII,452397,452398,2097
XII,452398,452399,2095
XII,452402,452404,2126
XII,452413,452415,2216
XII,452427,452429,2187
XII,452445,452446,2221
XII,452446,452447,2217
XII,452450,452452,2192
XII,452455,452456,2213
XII,452457,452458,2295
XII,452458,452459,2297
XII,452465,452467,2395
XII,452469,452471,2463
XII,452471,452472,2462
XII,452493,452495,2413
XII,452513,452514,2371
XII,452514,452515,2370
XII,452518,452520,2373
XII,452547,452549,2450
XII,452556,452557,2542
XII,452557,452558,2541
XII,452592,452594,2581
XII,452601,452603,2628
XII,452604,452606,2647
XII,452615,452617,2613
XII,452637,452638,2544
XII,452647,452649,2597
XII,452664,452666,2540
XII,452676,452678,2315
XII,452679,452681,2390
XII,452681,452683,2373
XII,452707,452710,2428
XII,452712,452714,2432
XII,452716,452717,2483
XII,452717,452718,2482
XII,452723,452725,2581
XII,452745,452746,2361
XII,452746,452747,2363
XII,452758,452760,2269
XII,452766,452768,2427
XII,452789,452791,2472
XII,452816,452817,2544
XII,452817,452818,2543
XII,452821,452823,2477
XII,452825,452827,2494
XII,452843,452845,2640
XII,452853,452855,2581
XII,452855,452857,2572
XII,452859,452860,2574
XII,452860,452861,2572
XII,452861,452863,2558
XII,452865,452867,2592
XII,452867,452869,2514
XII,452887,452889,2262
XII,452918,452920,2312
XII,452923,452924,2408
XII,452924,452925,2409
XII,452925,452927,2348
XII,452937,452939,2443
XII,452955,452957,2300
XII,452958,452959,2294
XII,452959,452960,2292
XII,452961,452963,2241
XII,452970,452972,2515
XII,452981,452983,2614
XII,452986,452988,2444
XII,452990,452992,2459
XII,453009,453011,2370
XII,453024,453026,2531
XII,453040,453042,2456
XII,453045,453047,2540
XII,453097,453099,2401
XII,453099,453100,2398
XII,453113,453115,2664
XII,453133,453134,2351
XII,453134,453135,2350
XII,453137,453139,2320
XII,453146,453148,2238
XII,453149,453150,2341
XII,453150,453152,2336
XII,453171,453173,2427
XII,453189,453191,2416
XII,453206,453207,2404
XII,453214,453215,2309
XII,453215,453216,2307
XII,453220,453222,2356
XII,453243,453245,2271
XII,453273,453276,2117
XII,453278,453280,2204
XII,453280,453281,2205
XII,453284,453285,2215
XII,453285,453286,2214
XII,453315,453316,2425
XII,453316,453317,2423
XII,453337,453339,2353
XII,453385,453387,2362
XII,453409,453410,2453
XII,453410,453411,2452
XII,453411,453412,2449
XII,453421,453423,2603
XII,453426,453428,2663
XII,453430,453432,2624
XII,453437,453439,2569
XII,453466,453467,2410
XII,453467,453468,2412
XII,453540,453542,2680
XII,453556,453558,2652
XII,453573,453575,2427
XII,453577,453579,2411
XII,453602,453604,2430
XII,453614,453616,2503
XII,453626,453629,2272
XII,453637,453638,2597
XII,453638,453639,2599
XII,453708,453710,2573
XII,453726,453728,2583
XII,453735,453737,2553
XII,453737,453739,2571
XII,453754,453755,2570
XII,453801,453802,2548
XII,453802,453803,2546
XII,453890,453892,2732
XII,453898,453900,2650
XII,453919,453920,2791
XII,453920,453921,2790
XII,453930,453932,2449
XII,453939,453942,2509
XII,453950,453952,2474
XII,453953,453955,2455
XII,453977,453979,2481
XII,454021,454023,2299
XII,454030,454032,2472
XII,454055,454057,2405
XII,454058,454060,2351
XII,454068,454069,2471
XII,454069,454070,2473
XII,454070,454072,2378
XII,454081,454083,2372
XII,454093,454094,2318
XII,454094,454095,2320
XII,454119,454120,2385
XII,454120,454121,2386
XII,454154,454155,2389
XII,454155,454156,2386
XII,454172,454174,2414
XII,454174,454176,2416
XII,454200,454202,2209
XII,454202,454203,2212
XII,454212,454213,2507
XII,454213,454214,2506
XII,454215,454217,2494
XII,454226,454228,2189
XII,454249,454250,2373
XII,454250,454251,2375
XII,454258,454260,2313
XII,454260,454261,2308
XII,454283,454285,2342
XII,454289,454291,2294
XII,454315,454317,2472
XII,454334,454336,2346
XII,454353,454355,2495
XII,454368,454369,2294
XII,454369,454370,2293
XII,454375,454377,2317
XII,454381,454383,2396
XII,454395,454397,2372
XII,454411,454412,2307
XII,454412,454413,2308
XII,454420,454422,2522
XII,454433,454435,2483
XII,454438,454440,2503
XII,454455,454457,2479
XII,454459,454461,2517
XII,454473,454474,2411
XII,454474,454475,2410
XII,454489,454492,2676
XII,454514,454515,2645
XII,454542,454544,2469
XII,454545,454546,2446
XII,454546,454547,2444
XII,454553,454554,2551
XII,454554,454555,2550
XII,454560,454562,2503
XII,454580,454582,2498
XII,454590,454592,2512
XII,454616,454618,2415
XII,454633,454635,2325
XII,454661,454663,2295
XII,454666,454667,2170
XII,454667,454668,2172
XII,454668,454669,2202
XII,454669,454670,2201
XII,454675,454676,2256
XII,454676,454677,2257
XII,454684,454686,2431
XII,454695,454696,2403
XII,454711,454713,2422
XII,454731,454733,2399
XII,454752,454753,2404
XII,454754,454756,2492
XII,454756,454758,2480
XII,454767,454768,2434
XII,454768,454769,2433
XII,454785,454787,2265
XII,454803,454805,2275
XII,454807,454808,2221
XII,454808,454809,2222
XII,454817,454819,2367
XII,454858,454860,2500
XII,454867,454869,2513
XII,454874,454876,2487
XII,454900,454902,2337
XII,454918,454920,2329
XII,454934,454936,2383
XII,454961,454962,2589
XII,454962,454963,2588
XII,454971,454974,2633
XII,454996,454998,2443
XII,455032,455033,2618
XII,455033,455034,2614
XII,455037,455038,2479
XII,455038,455039,2482
XII,455057,455059,2490
XII,455060,455062,2471
XII,455076,455078,2547
XII,455097,455099,2665
XII,455105,455107,2636
XII,455132,455134,2265
XII,455170,455172,2387
XII,455183,455185,2314
XII,455193,455195,2288
XII,455211,455213,2324
XII,455239,455241,2384
XII,455256,455258,2303
XII,455260,455262,2311
XII,455266,455267,2313
XII,455267,455268,2312
XII,455321,455323,2285
XII,455326,455327,2256
XII,455327,455329,2258
XII,455333,455334,2253
XII,455334,455335,2250
XII,455335,455337,2249
XII,455353,455355,2281
XII,455413,455415,2473
XII,455441,455443,2433
XII,455455,455457,2397
XII,455477,455480,2280
XII,455482,455483,2270
XII,455485,455486,2275
XII,455486,455487,2278
XII,455490,455492,2430
XII,455520,455522,2709
XII,455564,455566,2374
XII,455572,455574,2432
XII,455578,455580,2739
XII,455588,455590,2584
XII,455593,455595,2541
XII,455598,455600,2405
XII,455610,455612,2303
XII,455612,455615,2304
XII,455616,455617,2313
XII,455617,455618,2315
XII,455636,455638,2472
XII,455641,455643,2307
XII,455675,455676,2267
XII,455676,455677,2268
XII,455680,455682,2310
XII,455683,455684,2306
XII,455684,455685,2304
XII,455706,455707,2505
XII,455707,455708,2504
XII,455720,455722,2862
XII,455723,455725,2920
XII,455729,455731,2610
XII,455731,455732,2609
XII,455739,455740,2759
XII,455740,455741,2760
XII,455741,455742,2759
XII,455753,455755,2692
XII,455755,455756,2687
XII,455757,455759,2716
XII,455777,455778,2716
XII,455778,455779,2714
XII,455800,455802,2565
XII,455827,455828,2662
XII,455828,455829,2660
XII,455838,455839,2597
XII,455839,455840,2596
XII,455848,455850,2631
XII,455851,455853,2636
XII,455857,455859,2574
XII,455872,455873,2175
XII,455873,455874,2174
XII,455881,455883,2282
XII,455890,455891,2224
XII,455891,455892,2225
XII,455899,455902,2352
XII,455905,455907,2375
XII,455921,455922,2591
XII,455922,455924,2589
XII,455924,455925,2585
XII,455925,455926,2587
XII,455926,455928,2538
XII,455934,455936,2569
XII,455944,455946,2739
XII,455979,455981,2558
XII,455985,455987,2503
XII,455989,455991,2468
XII,456022,456023,2314
XII,456023,456024,2315
XII,456041,456043,2376
XII,456044,456046,2376
XII,456062,456064,2379
XII,456064,456065,2381
XII,456068,456070,2363
XII,456071,456073,2221
XII,456078,456080,2262
XII,456085,456086,2413
XII,456119,456121,2462
XII,456136,456138,2512
XII,456152,456154,2574
XII,456161,456163,2644
XII,456166,456167,2691
XII,456173,456174,2626
XII,456174,456176,2625
XII,456178,456179,2582
XII,456179,456180,2579
XII,456185,456187,2745
XII,456188,456190,2809
XII,456209,456211,2495
XII,456227,456229,2440
XII,456255,456257,2586
XII,456271,456272,2382
XII,456272,456273,2381
XII,456276,456278,2545
XII,456301,456303,2586
XII,456321,456323,2747
XII,456325,456327,2731
XII,456329,456331,2753
XII,456339,456340,2522
XII,456340,456341,2525
XII,456360,456361,2639
XII,456361,456362,2641
XII,456372,456374,2762
XII,456385,456387,2838
XII,456390,456392,2661
XII,456395,456397,2675
XII,456411,456413,2414
XII,456413,456414,2415
XII,456418,456420,2600
XII,456430,456431,2611
XII,456431,456432,2613
XII,456432,456434,2637
XII,456467,456468,2278
XII,456475,456477,2423
XII,456532,456534,2341
XII,456537,456539,2273
XII,456588,456590,2335
XII,456600,456602,2369
XII,456608,456610,2188
XII,456622,456624,2252
XII,456626,456628,2213
XII,456632,456634,2189
XII,456642,456645,2199
XII,456648,456650,2228
XII,456669,456671,2089
XII,456671,456672,2086
XII,456672,456674,2084
XII,456674,456676,2091
XII,456680,456682,2082
XII,456691,456693,2130
XII,456706,456707,2455
XII,456707,456708,2454
XII,456732,456733,2450
XII,456733,456734,2451
XII,456746,456748,2421
XII,456777,456779,2282
XII,456791,456793,2395
XII,456814,456815,2281
XII,456815,456816,2280
XII,456820,456822,2396
XII,456832,456833,2401
XII,456833,456834,2397
XII,456835,456837,2348
XII,456842,456844,2508
XII,456852,456854,2483
XII,456894,456896,2291
XII,456897,456898,2268
XII,456906,456908,2314
XII,456920,456921,2375
XII,456923,456925,2514
XII,456925,456926,2512
XII,456928,456931,2493
XII,456937,456939,2487
XII,456946,456948,2453
XII,456961,456963,2629
XII,456964,456966,2599
XII,456970,456971,2555
XII,456971,456973,2556
XII,456973,456975,2544
XII,456976,456977,2549
XII,456977,456978,2550
XII,457001,457003,2554
XII,457022,457024,2646
XII,457054,457056,2490
XII,457066,457068,2610
XII,457073,457075,2465
XII,457079,457081,2555
XII,457111,457113,2399
XII,457127,457128,2479
XII,457149,457150,2555
XII,457150,457152,2556
XII,457154,457155,2503
XII,457155,457156,2504
XII,457198,457200,2295
XII,457203,457205,2436
XII,457206,457208,2425
XII,457220,457222,2457
XII,457233,457235,2363
XII,457248,457249,2502
XII,457249,457250,2501
XII,457267,457268,2545
XII,457268,457269,2544
XII,457270,457271,2560
XII,457271,457272,2556
XII,457283,457285,2538
XII,457294,457295,2296
XII,457295,457296,2294
XII,457309,457311,2550
XII,457324,457325,2448
XII,457325,457326,2444
XII,457343,457345,2414
XII,457348,457349,2460
XII,457356,457359,2320
XII,457362,457364,2323
XII,457374,457375,2177
XII,457378,457380,2213
XII,457429,457430,2127
XII,457430,457431,2128
XII,457441,457442,2528
XII,457442,457444,2526
XII,457447,457448,2625
XII,457448,457449,2626
XII,457457,457459,2953
XII,457460,457462,2732
XII,457470,457472,2600
XII,457475,457477,2604
XII,457477,457478,2612
XII,457478,457479,2610
XII,457491,457492,2652
XII,457499,457500,2573
XII,457500,457501,2571
XII,457506,457507,2590
XII,457507,457508,2588
XII,457511,457513,2534
XII,457513,457515,2530
XII,457552,457554,2426
XII,457554,457556,2428
XII,457573,457575,2731
XII,457578,457581,2727
XII,457584,457586,3314
XII,457603,457605,2627
XII,457620,457622,2571
XII,457626,457628,2576
XII,457630,457632,2571
XII,457636,457638,2524
XII,457639,457640,2499
XII,457640,457641,2498
XII,457648,457649,2517
XII,457649,457651,2515
XII,457704,457706,3064
XII,457714,457715,2771
XII,457715,457716,2772
XII,457718,457720,2736
XII,457720,457721,2733
XII,457721,457722,2729
XII,457740,457741,2226
XII,457741,457742,2224
XII,457762,457763,2210
XII,457763,457764,2208
XII,457771,457773,2240
XII,457790,457792,2519
XII,457815,457817,2820
XII,457835,457836,2560
XII,457836,457837,2561
XII,457837,457839,2565
XII,457848,457850,2618
XII,457855,457857,2404
XII,457857,457858,2401
XII,457860,457862,2380
XII,457871,457873,2379
XII,457887,457889,2359
XII,457903,457905,2474
XII,457905,457907,2471
XII,457924,457926,2778
XII,457979,457980,2351
XII,457980,457981,2352
XII,457991,457993,2424
XII,458006,458008,2481
XII,458008,458009,2483
XII,458029,458031,2506
XII,458037,458039,2536
XII,458046,458048,2787
XII,458054,458056,2757
XII,458081,458083,2635
XII,458087,458089,2501
XII,458106,458107,2142
XII,458107,458109,2143
XII,458148,458150,2601
XII,458153,458154,2563
XII,458154,458155,2564
XII,458162,458164,2580
XII,458184,458186,2578
XII,458198,458200,2593
XII,458218,458219,2389
XII,458219,458220,2390
XII,458220,458221,2389
XII,458244,458246,2332
XII,458248,458250,2335
XII,458257,458259,2332
XII,458277,458279,2243
XII,458299,458301,2351
XII,458308,458310,2264
XII,458310,458311,2263
XII,458347,458348,2415
XII,458348,458349,2414
XII,458358,458360,2414
XII,458370,458371,2500
XII,458371,458372,2499
XII,458380,458381,2495
XII,458381,458382,2494
XII,458386,458388,2441
XII,458395,458397,2650
XII,458412,458414,2821
XII,458419,458421,2769
XII,458423,458424,2698
XII,458424,458425,2695
XII,458427,458429,2675
XII,458450,458452,2194
XII,458452,458453,2195
XII,458492,458495,2176
XII,458495,458496,2174
XII,458496,458497,2337
XII,458497,458498,2341
XII,458499,458501,2365
XII,458508,458510,2513
XII,458516,458517,2558
XII,458517,458519,2559
XII,458519,458520,2557
XII,458521,458522,2454
XII,458522,458524,2452
XII,458534,458536,2595
XII,458558,458560,2512
XII,458560,458562,2518
XII,458567,458569,2530
XII,458572,458573,2536
XII,458573,458574,2532
XII,458574,458575,2537
XII,458575,458576,2538
XII,458592,458593,2571
XII,458593,458594,2572
XII,458607,458609,2671
XII,458626,458628,2331
XII,458644,458645,2600
XII,458645,458646,2599
XII,458671,458673,2359
XII,458694,458695,2249
XII,458695,458696,2250
XII,458711,458713,2456
XII,458713,458714,2463
XII,458716,458718,2420
XII,458725,458727,2514
XII,458754,458756,2411
XII,458769,458770,2566
XII,458785,458787,2455
XII,458790,458791,2237
XII,458791,458792,2236
XII,458795,458796,2140
XII,458796,458797,2143
XII,458799,458801,2122
XII,458813,458815,2347
XII,458840,458841,2526
XII,458841,458842,2525
XII,458854,458856,2518
XII,458862,458864,2396
XII,458880,458881,2356
XII,458881,458882,2358
XII,458883,458884,2336
XII,458884,458885,2335
XII,458890,458892,2380
XII,458894,458896,2344
XII,458901,458902,2777
XII,458902,458903,2774
XII,458903,458904,2775
XII,458910,458912,2820
XII,458919,458921,2800
XII,458929,458931,2723
XII,458941,458943,2771
XII,458992,458994,2511
XII,459001,459003,2450
XII,459010,459012,2402
XII,459012,459014,2454
XII,459023,459024,2455
XII,459024,459025,2456
XII,459025,459027,2447
XII,459033,459035,2477
XII,459044,459046,3237
XII,459049,459051,3274
XII,459052,459053,2639
XII,459053,459054,2638
XII,459054,459056,2639
XII,459056,459058,2629
XII,459091,459092,2881
XII,459092,459093,2879
XII,459094,459096,2888
XII,459122,459124,2718
XII,459124,459126,2697
XII,459131,459133,2723
XII,459165,459168,2637
XII,459195,459197,2230
XII,459207,459209,2384
XII,459218,459220,2448
XII,459225,459227,2583
XII,459235,459236,2663
XII,459236,459237,2666
XII,459265,459267,2633
XII,459279,459280,2511
XII,459280,459281,2510
XII,459282,459283,2564
XII,459283,459284,2563
XII,459293,459294,2624
XII,459294,459295,2625
XII,459304,459305,2624
XII,459305,459306,2622
XII,459324,459326,2799
XII,459344,459345,2631
XII,459345,459346,2630
XII,459354,459356,2682
XII,459360,459361,2769
XII,459361,459362,2759
XII,459363,459365,2673
XII,459392,459394,2671
XII,459407,459409,2715
XII,459409,459411,2728
XII,459434,459436,2583
XII,459439,459441,2587
XII,459444,459446,2589
XII,459447,459449,2588
XII,459453,459454,2703
XII,459454,459455,2705
XII,459496,459498,2956
XII,459520,459522,2978
XII,459551,459552,3121
XII,459571,459573,2765
XII,459579,459580,2754
XII,459580,459581,2757
XII,459586,459587,2793
XII,459625,459627,3436
XII,459657,459659,3743
XII,459659,459661,3723
XII,459678,459680,3566
XII,459682,459684,3664
XII,459688,459689,3781
XII,459710,459712,3595
XII,459740,459742,4272
XII,459752,459754,4311
XII,459809,459812,5358
XII,459814,459816,5372
XII,459821,459823,5411
XII,459914,459916,4174
XII,460072,460074,5250
XII,460114,460116,4906
XII,460144,460146,5240
XII,460149,460151,5565
XII,460214,460216,5441
XII,460216,460217,5442
XII,460217,460218,5439
XII,460221,460222,5406
XII,460223,460225,5391
XII,460230,460231,5455
XII,460231,460232,5456
XII,460235,460236,5467
XII,460236,460237,5465
XII,460242,460244,5494
XII,460312,460313,5021
XII,460313,460314,5031
XII,460342,460344,4463
XII,460363,460365,4832
XII,460374,460376,4995
XII,460389,460391,5064
XII,460402,460404,5179
XII,460406,460408,4856
XII,460458,460460,4759
XII,460471,460473,4788
XII,460519,460521,5002
XII,460525,460527,5011
XII,460527,460529,5049
XII,460532,460534,5020
XII,460537,460540,5111
XII,460597,460599,3789
XII,460621,460622,4646
XII,460622,460623,4640
XII,460683,460685,4349
XII,460686,460687,4222
XII,460687,460688,4224
XII,460692,460695,4143
XII,460705,460706,3961
XII,460706,460707,3958
XII,460723,460725,3995
XII,460784,460785,3155
XII,460792,460794,3355
XII,460818,460819,2911
XII,460819,460820,2912
XII,460828,460830,3080
XII,460835,460837,3177
XII,460837,460838,3179
XII,460838,460840,3278
XII,460845,460846,3414
XII,460846,460847,3413
XII,460917,460920,2572
XII,460930,460931,2651
XII,460931,460932,2650
XII,460934,460936,2686
XII,460950,460953,2544
XII,460960,460962,2547
XII,460977,460978,2679
XII,460978,460979,2680
XII,460985,460987,2677
XII,460987,460989,2747
XII,460998,460999,2611
XII,460999,461000,2609
XII,461021,461022,2729
XII,461022,461023,2728
XII,461041,461042,2616
XII,461042,461043,2615
XII,461073,461074,2727
XII,461074,461075,2729
XII,461111,461112,2654
XII,461112,461113,2653
XII,461138,461140,2274
XII,461145,461147,2413
XII,461153,461156,2138
XII,461162,461164,2011
XII,461164,461165,2022
XII,461165,461166,2020
XII,461176,461178,2007
XII,461198,461199,2181
XII,461199,461201,2180
XII,461203,461205,2096
XII,461205,461206,2095
XII,461224,461226,2270
XII,461226,461228,2275
XII,461228,461230,2268
XII,461238,461239,2229
XII,461242,461244,2282
XII,461248,461249,2268
XII,461249,461250,2272
XII,461258,461260,2284
XII,461260,461261,2282
XII,461272,461273,2277
XII,461273,461274,2276
XII,461285,461286,2371
XII,461286,461287,2372
XII,461304,461306,2063
XII,461340,461342,2083
XII,461345,461347,1975
XII,461348,461350,2002
XII,461354,461355,2069
XII,461355,461356,2071
XII,461360,461362,2162
