chromosome,start,end,coverage
XII,451531,451532,3394
XII,451535,451536,3395
XII,451536,451537,3398
XII,451544,451545,3525
XII,451545,451546,3526
XII,451547,451550,3540
XII,451550,451553,3539
XII,451553,451554,3540
XII,451556,451557,3539
XII,451557,451559,3540
XII,451559,451560,3538
XII,451560,451561,3537
XII,451562,451563,3562
XII,451563,451565,3560
XII,451565,451566,3558
XII,451586,451587,3445
XII,451587,451588,3447
XII,451598,451599,3710
XII,451599,451600,3704
XII,451646,451648,5302
XII,451648,451649,5304
XII,451651,451652,5838
XII,451652,451653,5837
XII,451678,451679,5833
XII,451681,451682,5856
XII,451682,451683,5859
XII,451686,451687,5981
XII,451691,451693,6290
XII,451699,451701,6533
XII,451701,451702,6755
XII,451702,451703,6758
XII,451708,451709,6999
XII,451709,451710,7000
XII,451713,451714,7249
XII,451714,451715,7248
XII,451729,451731,8066
XII,451760,451762,7735
XII,451762,451763,7766
XII,451763,451764,7773
XII,451772,451774,6557
XII,451780,451781,5956
XII,451781,451782,5953
XII,451812,451813,5977
XII,451813,451814,5973
XII,451814,451815,5974
XII,451815,451816,5979
XII,451823,451824,6028
XII,451824,451825,6029
XII,451840,451842,6594
XII,451850,451852,6821
XII,451904,451906,6622
XII,451916,451917,6580
XII,451936,451937,6973
XII,451937,451938,6981
XII,451938,451939,6980
XII,451948,451950,7326
XII,451960,451961,6954
XII,451961,451962,6949
XII,451974,451976,6803
XII,451976,451978,6655
XII,452001,452002,5823
XII,452002,452003,5825
XII,452003,452004,5862
XII,452004,452005,5863
XII,452016,452018,5669
XII,452022,452024,5424
XII,452025,452027,5293
XII,452052,452053,5372
XII,452053,452054,5364
XII,452060,452062,5704
XII,452062,452063,5705
XII,452066,452067,5569
XII,452067,452068,5570
XII,452068,452069,5562
XII,452089,452091,5964
XII,452122,452123,5869
XII,452123,452124,5867
XII,452130,452131,5940
XII,452131,452132,5937
XII,452148,452150,6047
XII,452156,452157,5648
XII,452157,452158,5638
XII,452166,452167,5150
XII,452167,452168,5148
XII,452203,452205,5237
XII,452214,452216,5006
XII,452223,452225,5424
XII,452225,452226,5425
XII,452239,452240,4682
XII,452240,452241,4679
XII,452241,452242,4684
XII,452257,452259,4911
XII,452263,452264,5267
XII,452264,452265,5266
XII,452267,452269,5431
XII,452270,452272,5109
XII,452284,452285,5282
XII,452310,452311,5429
XII,452311,452312,5438
XII,452320,452321,5388
XII,452321,452322,5390
XII,452329,452330,5432
XII,452330,452331,5428
XII,452397,452399,5778
XII,452402,452403,5889
XII,452413,452415,6011
XII,452426,452428,5998
XII,452441,452443,6065
XII,452445,452447,6138
XII,452455,452456,6074
XII,452457,452458,6258
XII,452458,452459,6255
XII,452469,452471,6655
XII,452471,452472,6656
XII,452493,452494,6514
XII,452494,452495,6517
XII,452513,452514,6188
XII,452514,452515,6187
XII,452556,452557,6452
XII,452557,452558,6453
XII,452599,452601,6909
XII,452604,452605,7002
XII,452605,452606,7006
XII,452636,452638,6731
XII,452676,452677,6136
XII,452677,452678,6133
XII,452679,452680,6339
XII,452680,452681,6346
XII,452681,452682,6279
XII,452682,452683,6277
XII,452707,452709,6564
XII,452709,452710,6567
XII,452712,452713,6549
XII,452713,452714,6537
XII,452716,452718,6700
XII,452733,452735,7111
XII,452745,452746,6147
XII,452746,452747,6150
XII,452789,452791,6376
XII,452792,452794,6529
XII,452816,452817,6520
XII,452817,452818,6515
XII,452821,452822,6360
XII,452822,452823,6365
XII,452825,452826,6391
XII,452826,452827,6388
XII,452853,452854,6507
XII,452854,452855,6495
XII,452855,452857,6479
XII,452859,452861,6503
XII,452918,452919,6227
XII,452919,452920,6222
XII,452923,452924,6509
XII,452924,452925,6514
XII,452937,452938,6715
XII,452938,452939,6718
XII,452958,452960,6331
XII,452961,452962,6224
XII,452962,452963,6217
XII,452981,452982,7180
XII,452982,452983,7181
XII,453025,453026,6891
XII,453040,453041,6713
XII,453041,453042,6714
XII,453046,453047,6909
XII,453097,453098,6353
XII,453098,453100,6357
XII,453113,453114,7094
XII,453114,453115,7097
XII,453133,453135,6251
XII,453137,453139,6191
XII,453149,453150,6332
XII,453150,453151,6328
XII,453198,453200,6723
XII,453206,453207,6836
XII,453214,453215,6621
XII,453215,453216,6618
XII,453243,453244,6501
XII,453244,453245,6506
XII,453273,453274,6102
XII,453274,453275,6101
XII,453275,453276,6103
XII,453279,453281,6349
XII,453284,453286,6365
XII,453315,453316,6609
XII,453316,453317,6608
XII,453360,453362,6395
XII,453385,453386,6284
XII,453386,453387,6285
XII,453409,453410,6550
XII,453410,453411,6554
XII,453411,453412,6565
XII,453421,453422,6889
XII,453422,453423,6888
XII,453426,453428,7080
XII,453430,453431,6925
XII,453431,453432,6926
XII,453466,453468,6428
XII,453532,453534,6787
XII,453556,453557,7022
XII,453557,453558,7025
XII,453573,453574,6506
XII,453574,453575,6505
XII,453577,453578,6470
XII,453578,453579,6466
XII,453637,453639,7053
XII,453754,453755,7217
XII,453788,453790,7033
XII,453801,453802,7000
XII,453802,453803,6990
XII,453910,453912,7475
XII,453913,453915,7528
XII,453919,453920,7566
XII,453920,453921,7569
XII,453930,453931,6643
XII,453931,453932,6645
XII,453939,453940,6730
XII,453940,453941,6731
XII,453941,453942,6732
XII,453953,453955,6647
XII,454021,454022,6151
XII,454022,454023,6149
XII,454030,454031,6545
XII,454031,454032,6554
XII,454058,454059,6202
XII,454059,454060,6203
XII,454065,454067,6046
XII,454068,454069,6569
XII,454069,454070,6570
XII,454093,454095,6211
XII,454105,454107,6632
XII,454119,454121,6355
XII,454154,454155,6064
XII,454155,454156,6065
XII,454172,454173,6249
XII,454173,454174,6252
XII,454201,454203,5816
XII,454212,454214,6692
XII,454226,454227,5868
XII,454227,454228,5871
XII,454249,454251,6404
XII,454258,454259,6171
XII,454259,454260,6169
XII,454260,454261,6157
XII,454289,454290,6114
XII,454290,454291,6112
XII,454305,454306,6619
XII,454306,454307,6621
XII,454320,454322,6278
XII,454353,454355,6829
XII,454368,454370,6101
XII,454375,454377,6198
XII,454381,454382,6380
XII,454382,454383,6374
XII,454399,454401,6144
XII,454411,454413,6191
XII,454438,454439,6663
XII,454439,454440,6670
XII,454455,454457,6671
XII,454473,454475,6531
XII,454489,454491,7211
XII,454513,454515,7165
XII,454535,454537,6911
XII,454543,454544,6699
XII,454545,454546,6608
XII,454546,454547,6604
XII,454552,454554,6988
XII,454554,454555,6983
XII,454563,454565,6922
XII,454580,454581,6869
XII,454581,454582,6872
XII,454615,454617,6709
XII,454661,454662,6328
XII,454666,454668,5913
XII,454668,454670,5974
XII,454675,454676,6078
XII,454676,454677,6081
XII,454684,454685,6677
XII,454685,454686,6699
XII,454695,454696,6693
XII,454742,454744,6964
XII,454752,454753,6609
XII,454754,454755,6834
XII,454755,454756,6829
XII,454766,454769,6644
XII,454774,454776,6084
XII,454807,454808,6125
XII,454808,454809,6124
XII,454867,454868,6762
XII,454868,454869,6759
XII,454874,454875,6648
XII,454875,454876,6645
XII,454900,454901,6114
XII,454901,454902,6124
XII,454918,454920,6122
XII,454961,454963,6747
XII,455032,455033,6817
XII,455033,455034,6809
XII,455037,455039,6532
XII,455057,455059,6536
XII,455060,455062,6460
XII,455132,455135,5795
XII,455170,455172,6150
XII,455193,455194,5967
XII,455194,455195,5974
XII,455211,455212,6152
XII,455212,455213,6154
XII,455256,455257,6290
XII,455257,455258,6295
XII,455260,455261,6310
XII,455261,455262,6315
XII,455266,455267,6359
XII,455267,455268,6357
XII,455326,455327,6220
XII,455327,455328,6227
XII,455333,455334,6218
XII,455334,455335,6216
XII,455335,455336,6215
XII,455353,455354,6256
XII,455354,455355,6259
XII,455477,455478,5506
XII,455478,455479,5508
XII,455479,455480,5509
XII,455482,455483,5490
XII,455485,455486,5538
XII,455486,455487,5540
XII,455564,455565,6174
XII,455565,455566,6173
XII,455578,455579,7248
XII,455579,455580,7247
XII,455588,455589,6848
XII,455589,455590,6843
XII,455598,455599,6516
XII,455610,455611,6295
XII,455611,455613,6288
XII,455613,455614,6290
XII,455614,455615,6284
XII,455616,455618,6290
XII,455641,455643,6230
XII,455675,455676,5954
XII,455676,455677,5953
XII,455680,455681,6046
XII,455681,455682,6044
XII,455683,455685,6033
XII,455706,455707,6359
XII,455707,455708,6362
XII,455720,455721,7009
XII,455721,455722,7008
XII,455729,455731,6344
XII,455731,455732,6343
XII,455739,455740,6747
XII,455740,455741,6746
XII,455741,455742,6743
XII,455753,455754,6519
XII,455754,455756,6509
XII,455777,455778,6678
XII,455778,455779,6681
XII,455800,455801,6325
XII,455801,455802,6317
XII,455827,455828,6730
XII,455828,455829,6726
XII,455838,455840,6684
XII,455848,455849,6824
XII,455851,455853,6875
XII,455872,455874,5916
XII,455881,455882,6352
XII,455882,455883,6353
XII,455890,455891,6230
XII,455891,455892,6231
XII,455900,455901,6579
XII,455901,455902,6577
XII,455905,455906,6672
XII,455906,455907,6670
XII,455921,455923,7161
XII,455923,455924,7160
XII,455924,455926,7140
XII,455926,455927,7009
XII,455927,455928,7014
XII,455934,455935,7117
XII,455935,455936,7126
XII,455944,455945,7536
XII,455945,455946,7534
XII,455979,455980,7062
XII,455980,455981,7063
XII,455985,455986,6861
XII,455986,455987,6863
XII,455989,455991,6739
XII,456022,456024,6159
XII,456044,456045,6270
XII,456045,456046,6289
XII,456062,456063,6338
XII,456063,456064,6342
XII,456064,456065,6346
XII,456071,456072,5963
XII,456072,456073,5964
XII,456080,456081,6332
XII,456081,456082,6333
XII,456084,456086,6308
XII,456116,456118,6548
XII,456119,456120,6660
XII,456120,456121,6662
XII,456136,456137,6748
XII,456137,456138,6750
XII,456162,456164,7171
XII,456166,456168,7291
XII,456173,456174,7136
XII,456174,456175,7134
XII,456175,456176,7133
XII,456178,456179,6936
XII,456179,456180,6931
XII,456185,456187,7343
XII,456188,456189,7528
XII,456189,456190,7529
XII,456209,456210,6580
XII,456210,456211,6582
XII,456227,456228,6423
XII,456228,456229,6417
XII,456271,456272,6256
XII,456272,456273,6253
XII,456276,456277,6642
XII,456277,456278,6641
XII,456301,456302,6699
XII,456302,456303,6698
XII,456321,456322,7118
XII,456322,456323,7117
XII,456325,456326,7078
XII,456326,456327,7090
XII,456329,456331,7136
XII,456339,456340,6569
XII,456340,456341,6573
XII,456360,456361,6954
XII,456361,456362,6955
XII,456372,456373,7185
XII,456373,456374,7191
XII,456378,456380,7248
XII,456385,456387,7566
XII,456395,456396,7239
XII,456396,456397,7235
XII,456411,456412,6398
XII,456412,456414,6396
XII,456430,456431,6781
XII,456431,456432,6783
XII,456467,456468,5952
XII,456470,456472,6184
XII,456532,456533,6229
XII,456533,456534,6228
XII,456600,456601,6460
XII,456601,456602,6457
XII,456608,456610,5929
XII,456622,456623,6139
XII,456623,456624,6140
XII,456626,456627,6074
XII,456627,456628,6080
XII,456642,456643,5968
XII,456643,456644,5969
XII,456670,456671,5712
XII,456671,456672,5710
XII,456680,456681,5701
XII,456681,456682,5679
XII,456706,456708,6654
XII,456732,456733,6680
XII,456733,456734,6675
XII,456777,456778,6423
XII,456778,456779,6422
XII,456791,456792,6695
XII,456792,456793,6692
XII,456814,456815,6345
XII,456815,456816,6346
XII,456832,456833,6712
XII,456833,456834,6707
XII,456835,456836,6566
XII,456836,456837,6565
XII,456852,456853,6793
XII,456853,456854,6791
XII,456897,456898,6073
XII,456919,456921,6370
XII,456923,456924,6659
XII,456924,456925,6657
XII,456925,456926,6658
XII,456929,456931,6584
XII,456946,456947,6443
XII,456947,456948,6456
XII,456961,456963,6830
XII,456970,456971,6575
XII,456971,456973,6576
XII,456973,456974,6547
XII,456974,456975,6548
XII,456976,456978,6546
XII,457022,457023,6927
XII,457023,457024,6920
XII,457054,457055,6594
XII,457073,457074,6556
XII,457074,457075,6557
XII,457079,457080,6809
XII,457080,457081,6811
XII,457111,457112,6401
XII,457112,457113,6399
XII,457127,457128,6587
XII,457149,457151,6536
XII,457154,457155,6397
XII,457155,457156,6400
XII,457206,457207,6120
XII,457207,457208,6121
XII,457248,457249,6373
XII,457249,457250,6372
XII,457267,457269,6446
XII,457270,457271,6484
XII,457271,457272,6475
XII,457294,457296,5828
XII,457309,457310,6647
XII,457310,457311,6645
XII,457324,457325,6484
XII,457325,457326,6482
XII,457333,457335,6302
XII,457343,457344,6395
XII,457344,457345,6397
XII,457348,457349,6482
XII,457356,457357,6090
XII,457357,457358,6088
XII,457358,457359,6087
XII,457374,457375,5830
XII,457378,457379,5898
XII,457379,457380,5902
XII,457429,457430,5651
XII,457430,457431,5659
XII,457441,457443,6701
XII,457447,457448,6918
XII,457448,457449,6917
XII,457470,457471,6852
XII,457475,457476,6882
XII,457476,457477,6883
XII,457477,457478,6938
XII,457478,457479,6936
XII,457491,457492,7009
XII,457499,457500,6834
XII,457500,457501,6835
XII,457506,457507,6844
XII,457507,457508,6841
XII,457511,457512,6721
XII,457512,457513,6738
XII,457513,457514,6733
XII,457514,457515,6726
XII,457578,457579,7031
XII,457579,457580,7026
XII,457584,457585,8526
XII,457585,457586,8502
XII,457626,457627,6479
XII,457627,457628,6481
XII,457630,457631,6460
XII,457631,457632,6461
XII,457639,457640,6300
XII,457640,457641,6299
XII,457648,457649,6347
XII,457649,457650,6346
XII,457650,457651,6347
XII,457704,457705,7845
XII,457705,457706,7833
XII,457714,457715,7137
XII,457715,457716,7134
XII,457718,457719,7065
XII,457719,457720,7067
XII,457720,457722,7065
XII,457740,457742,5949
XII,457762,457763,6011
XII,457763,457764,6010
XII,457771,457772,6061
XII,457779,457781,6600
XII,457790,457791,6721
XII,457791,457792,6716
XII,457835,457837,6921
XII,457837,457838,6926
XII,457838,457839,6925
XII,457848,457849,7098
XII,457855,457856,6480
XII,457856,457857,6477
XII,457857,457858,6476
XII,457871,457873,6427
XII,457890,457892,6276
XII,457905,457906,6339
XII,457906,457907,6337
XII,457930,457932,6479
XII,457979,457980,5672
XII,457980,457981,5671
XII,457991,457992,5922
XII,457992,457993,5923
XII,457996,457998,6018
XII,458006,458007,6063
XII,458007,458008,6064
XII,458008,458009,6073
XII,458029,458030,6155
XII,458030,458031,6157
XII,458046,458047,6903
XII,458047,458048,6896
XII,458054,458055,6905
XII,458055,458056,6909
XII,458081,458082,6564
XII,458082,458083,6562
XII,458106,458107,5584
XII,458107,458108,5582
XII,458115,458117,5748
XII,458148,458149,6713
XII,458149,458150,6716
XII,458153,458154,6696
XII,458154,458155,6699
XII,458198,458200,6766
XII,458218,458219,6253
XII,458219,458220,6251
XII,458220,458221,6248
XII,458244,458246,6116
XII,458248,458249,6124
XII,458249,458250,6122
XII,458256,458258,6169
XII,458299,458300,6355
XII,458300,458301,6354
XII,458304,458306,6253
XII,458309,458311,6096
XII,458347,458348,6580
XII,458348,458350,6577
XII,458358,458359,6543
XII,458359,458360,6551
XII,458370,458372,6788
XII,458380,458382,6670
XII,458386,458387,6549
XII,458392,458394,6974
XII,458395,458396,7004
XII,458396,458397,7007
XII,458418,458420,7302
XII,458420,458421,7300
XII,458423,458424,7059
XII,458424,458425,7055
XII,458428,458429,7011
XII,458451,458452,5832
XII,458452,458453,5828
XII,458492,458493,5687
XII,458493,458494,5680
XII,458494,458496,5677
XII,458496,458498,6077
XII,458516,458518,6591
XII,458518,458519,6593
XII,458519,458520,6588
XII,458521,458524,6387
XII,458535,458536,6760
XII,458558,458559,6529
XII,458559,458560,6524
XII,458560,458561,6559
XII,458561,458562,6555
XII,458568,458569,6470
XII,458572,458573,6498
XII,458573,458574,6486
XII,458574,458576,6488
XII,458592,458593,6636
XII,458593,458594,6632
XII,458607,458608,6905
XII,458608,458609,6904
XII,458626,458627,6120
XII,458627,458628,6119
XII,458644,458645,6812
XII,458645,458646,6807
XII,458681,458683,6620
XII,458694,458696,5949
XII,458711,458712,6517
XII,458712,458713,6518
XII,458713,458714,6522
XII,458716,458718,6364
XII,458769,458770,6693
XII,458785,458786,6366
XII,458786,458787,6363
XII,458790,458791,5871
XII,458791,458792,5869
XII,458795,458796,5566
XII,458796,458797,5567
XII,458813,458815,6163
XII,458840,458841,6721
XII,458841,458842,6720
XII,458862,458864,6204
XII,458880,458881,6078
XII,458881,458882,6083
XII,458883,458884,6032
XII,458884,458885,6034
XII,458890,458891,6148
XII,458891,458892,6154
XII,458900,458902,7202
XII,458902,458903,7198
XII,458903,458904,7201
XII,458907,458909,7393
XII,458910,458912,7311
XII,458920,458921,7196
XII,458928,458930,6995
XII,458930,458931,6996
XII,458992,458993,6261
XII,458993,458994,6265
XII,459001,459002,6130
XII,459002,459003,6128
XII,459023,459025,6306
XII,459025,459026,6280
XII,459026,459027,6285
XII,459033,459034,6378
XII,459034,459035,6373
XII,459044,459045,8344
XII,459045,459046,8341
XII,459052,459053,6750
XII,459053,459055,6749
XII,459055,459056,6751
XII,459091,459092,7584
XII,459092,459093,7583
XII,459094,459095,7618
XII,459095,459096,7613
XII,459122,459124,7166
XII,459131,459132,7217
XII,459132,459133,7204
XII,459166,459168,6991
XII,459207,459209,6238
XII,459225,459226,6671
XII,459226,459227,6666
XII,459235,459237,6873
XII,459265,459266,6815
XII,459266,459267,6814
XII,459273,459275,6461
XII,459279,459280,6419
XII,459280,459281,6422
XII,459282,459284,6532
XII,459293,459294,6622
XII,459294,459295,6625
XII,459304,459305,6606
XII,459305,459306,6603
XII,459342,459344,6589
XII,459344,459346,6645
XII,459360,459362,6891
XII,459392,459393,6692
XII,459393,459394,6684
XII,459434,459435,6515
XII,459439,459440,6529
XII,459440,459441,6521
XII,459444,459445,6552
XII,459445,459446,6548
XII,459448,459449,6564
XII,459453,459454,6876
XII,459454,459455,6878
XII,459496,459497,7455
XII,459497,459498,7457
XII,459536,459538,7096
XII,459551,459552,7691
XII,459579,459581,6832
XII,459585,459587,6958
XII,459657,459658,9246
XII,459658,459659,9245
XII,459659,459660,9203
XII,459660,459661,9200
XII,459671,459673,8975
XII,459682,459683,9026
XII,459683,459684,9029
XII,459688,459689,9258
XII,459752,459753,11169
XII,459753,459754,11176
XII,459810,459811,14116
XII,459811,459812,14117
XII,459914,459915,10620
XII,459915,459916,10632
XII,460041,460043,15844
XII,460047,460049,15868
XII,460144,460145,14079
XII,460145,460146,14076
XII,460214,460215,13935
XII,460215,460216,13939
XII,460216,460218,13956
XII,460221,460222,13928
XII,460230,460231,14027
XII,460231,460232,14028
XII,460235,460236,14054
XII,460236,460237,14050
XII,460242,460243,14175
XII,460243,460244,14170
XII,460312,460313,12762
XII,460313,460314,12763
XII,460417,460419,12749
XII,460471,460472,12120
XII,460527,460528,12797
XII,460528,460529,12799
XII,460532,460533,12684
XII,460533,460534,12688
XII,460537,460539,12989
XII,460539,460540,12987
XII,460546,460547,12953
XII,460547,460548,12955
XII,460621,460622,11946
XII,460622,460623,11939
XII,460686,460687,10506
XII,460687,460688,10505
XII,460693,460694,10297
XII,460694,460695,10296
XII,460705,460707,9709
XII,460723,460724,9831
XII,460724,460725,9835
XII,460781,460783,7974
XII,460784,460785,7813
XII,460818,460820,7284
XII,460828,460830,7679
XII,460835,460836,7947
XII,460836,460837,7948
XII,460837,460838,7952
XII,460838,460839,8213
XII,460839,460840,8214
XII,460845,460847,8532
XII,460885,460887,8678
XII,460917,460918,6669
XII,460918,460919,6667
XII,460919,460920,6668
XII,460930,460931,6801
XII,460931,460932,6799
XII,460934,460935,6906
XII,460935,460936,6909
XII,460950,460951,6586
XII,460951,460953,6588
XII,460960,460961,6573
XII,460961,460962,6574
XII,460989,460991,6791
XII,460998,460999,6681
XII,460999,461000,6682
XII,461017,461018,6793
XII,461018,461019,6792
XII,461021,461023,6791
XII,461041,461043,6556
XII,461073,461075,6932
XII,461111,461112,6797
XII,461112,461113,6796
XII,461145,461146,6288
XII,461146,461147,6287
XII,461148,461150,6505
XII,461154,461156,5661
XII,461164,461165,5324
XII,461165,461166,5322
XII,461198,461199,5791
XII,461199,461200,5792
XII,461200,461201,5787
XII,461204,461205,5640
XII,461205,461206,5634
XII,461224,461226,5966
XII,461226,461227,5980
XII,461227,461228,5983
XII,461238,461239,5893
XII,461248,461249,5950
XII,461249,461250,5952
XII,461258,461259,5896
XII,461259,461260,5897
XII,461260,461261,5899
XII,461272,461273,5892
XII,461273,461274,5895
XII,461285,461287,6011
XII,461304,461306,5162
XII,461338,461340,5138
XII,461340,461341,5151
XII,461341,461342,5150
XII,461348,461349,4816
XII,461349,461350,4821
XII,461354,461355,4961
XII,461355,461356,4965
XII,461360,461362,5270
XII,461362,461363,5267
XII,461365,461366,5281
XII,461366,461367,5287
XII,461375,461377,4550
XII,461384,461386,5175
XII,461390,461391,4774
XII,461391,461392,4783
XII,461395,461396,4710
XII,461399,461400,5049
XII,461400,461401,5039
XII,461449,461451,5349
XII,461487,461488,5650
XII,461488,461489,5632
XII,461489,461490,5572
XII,461490,461491,5573
XII,461497,461498,5971
XII,461498,461499,5974
XII,461510,461512,5297
XII,461526,461527,6154
XII,461527,461528,6155
XII,461530,461531,5918
XII,461531,461532,5920
XII,461534,461535,5639
XII,461535,461536,5640
XII,461550,461552,5878
XII,461573,461574,6181
XII,461574,461575,6183
XII,461587,461589,5825
XII,461592,461594,5865
XII,461594,461596,6027
XII,461602,461603,6279
XII,461606,461607,6415
XII,461607,461609,6420
XII,461623,461624,6422
XII,461624,461625,6423
XII,461630,461632,6262
XII,461693,461694,6288
XII,461694,461695,6290
XII,461700,461702,5808
XII,461729,461730,6459
XII,461730,461731,6455
XII,461736,461738,6709
XII,461738,461739,6713
XII,461765,461766,6758
XII,461773,461775,6649
XII,461811,461812,6205
XII,461812,461813,6206
XII,461816,461817,6392
XII,461817,461818,6405
XII,461853,461855,6719
XII,461887,461888,6117
XII,461888,461889,6114
XII,461901,461902,5797
XII,461926,461928,6459
XII,461941,461942,6701
XII,461942,461943,6699
XII,461959,461960,6370
XII,461967,461968,6339
XII,461968,461969,6333
XII,461969,461970,6771
XII,461970,461971,6774
XII,462050,462051,6482
XII,462051,462052,6485
XII,462069,462070,6541
XII,462070,462071,6552
XII,462071,462072,6695
XII,462072,462073,6693
XII,462092,462093,6385
XII,462093,462094,6384
XII,462098,462099,6275
XII,462099,462101,6270
XII,462121,462122,6947
XII,462122,462123,6949
XII,462144,462146,6738
XII,462161,462162,7015
XII,462162,462163,7016
XII,462182,462183,6996
XII,462183,462184,7000
XII,462212,462214,6761
XII,462215,462216,6808
XII,462216,462217,6801
XII,462230,462231,6258
XII,462231,462232,6267
XII,462251,462252,7076
XII,462252,462253,7086
XII,462265,462266,6186
XII,462266,462267,6184
XII,462274,462275,6163
XII,462275,462276,6165
XII,462287,462288,6252
XII,462288,462289,6243
XII,462298,462299,6108
XII,462299,462300,6106
XII,462416,462418,6186
XII,462420,462422,6197
XII,462423,462425,6270
XII,462452,462453,6512
XII,462453,462454,6509
XII,462493,462494,6267
XII,462494,462495,6263
XII,462504,462505,6457
XII,462505,462506,6464
XII,462522,462524,6130
XII,462524,462525,6128
XII,462527,462528,6044
XII,462528,462529,6039
XII,462541,462542,6390
XII,462542,462543,6395
XII,462558,462559,6625
XII,462559,462560,6624
XII,462562,462563,6836
XII,462563,462564,6846
XII,462564,462565,6847
XII,462565,462566,6845
XII,462567,462568,6670
XII,462568,462569,6667
XII,462603,462605,6106
XII,462605,462606,6109
XII,462613,462614,6134
XII,462614,462615,6132
XII,462615,462617,6113
XII,462621,462622,5931
XII,462622,462623,5930
XII,462702,462703,6575
XII,462703,462704,6571
XII,462709,462710,6357
XII,462721,462722,6106
XII,462722,462723,6105
XII,462791,462792,6757
XII,462792,462793,6735
XII,462806,462808,6582
XII,462881,462882,7102
XII,462882,462883,7104
XII,462890,462891,6978
XII,462891,462893,6979
XII,462893,462894,6944
XII,462894,462895,6948
XII,463051,463052,7566
XII,463076,463078,6742
XII,463081,463082,6724
XII,463082,463083,6721
XII,463123,463124,6492
XII,463124,463125,6485
XII,463152,463154,6414
XII,463165,463166,6586
XII,463166,463167,6597
XII,463172,463173,6303
XII,463173,463174,6309
XII,463182,463183,6580
XII,463183,463184,6579
XII,463195,463196,6223
XII,463196,463197,6222
XII,463202,463204,6081
XII,463218,463219,6361
XII,463219,463220,6365
XII,463223,463224,6403
XII,463224,463225,6401
XII,463232,463234,6351
XII,463243,463244,6713
XII,463245,463246,6445
XII,463246,463247,6449
XII,463256,463257,6436
XII,463257,463258,6433
XII,463291,463292,6378
XII,463292,463293,6379
XII,463324,463326,6048
XII,463337,463340,5994
XII,463395,463396,6337
XII,463396,463397,6335
XII,463397,463398,6322
XII,463398,463399,6321
XII,463413,463414,6675
XII,463414,463415,6673
XII,463426,463427,6233
XII,463427,463428,6237
XII,463429,463430,6551
XII,463430,463431,6547
XII,463504,463505,6269
XII,463505,463506,6267
XII,463510,463511,6341
XII,463511,463512,6334
XII,463512,463514,6341
XII,463532,463533,6462
XII,463533,463534,6460
XII,463538,463539,6265
XII,463539,463540,6261
