chromosome,start,end,coverage
IV,528415,528416,710
IV,528416,528417,746
IV,528417,528418,745
IV,528418,528420,743
IV,528420,528421,738
IV,528421,528422,743
IV,528422,528423,752
IV,528423,528424,745
IV,528424,528425,752
IV,528425,528426,729
IV,528426,528427,703
IV,528427,528429,702
IV,528429,528431,704
IV,528431,528432,715
IV,528432,528433,722
IV,528433,528434,713
IV,528434,528436,717
IV,528436,528437,747
IV,528437,528438,745
IV,528438,528439,743
IV,528439,528440,751
IV,528440,528441,748
IV,528441,528442,746
IV,528442,528443,747
IV,528443,528444,745
IV,528444,528446,749
IV,528446,528447,761
IV,528447,528448,765
IV,528448,528449,751
IV,528449,528450,753
IV,528450,528452,756
IV,528452,528453,760
IV,528453,528454,759
IV,528454,528457,761
IV,528457,528458,767
IV,528458,528459,761
IV,528459,528460,792
IV,528460,528462,786
IV,528462,528463,797
IV,528463,528464,796
IV,528464,528465,797
IV,528465,528466,796
IV,528466,528468,803
IV,528468,528469,759
IV,528469,528470,760
IV,528470,528472,764
IV,528472,528474,766
IV,528474,528475,764
IV,528475,528476,740
IV,528476,528480,748
IV,528480,528481,726
IV,528481,528482,730
IV,528482,528483,742
IV,528483,528484,741
IV,528484,528485,729
IV,528485,528486,716
IV,528486,528487,734
IV,528487,528488,733
IV,528488,528489,738
IV,528489,528490,745
IV,528490,528491,730
IV,528491,528492,749
IV,528492,528493,752
IV,528493,528494,753
IV,528494,528495,754
IV,528495,528496,729
IV,528496,528497,752
IV,528497,528499,747
IV,528499,528500,753
IV,528500,528501,737
IV,528501,528502,741
IV,528502,528504,738
IV,528504,528505,751
IV,528505,528506,738
IV,528506,528507,741
IV,528507,528508,704
IV,528508,528509,703
IV,528509,528510,706
IV,528510,528511,711
IV,528511,528512,731
IV,528512,528513,732
IV,528513,528514,728
IV,528514,528515,733
IV,528515,528516,716
IV,528516,528517,729
IV,528517,528518,721
IV,528518,528519,679
IV,528519,528520,659
IV,528520,528522,658
IV,528522,528523,671
IV,528523,528524,665
IV,528524,528525,666
IV,528525,528526,653
IV,528526,528527,651
IV,528527,528528,652
IV,528528,528530,638
IV,528530,528531,642
IV,528531,528533,646
IV,528533,528534,640
IV,528534,528535,636
IV,528535,528536,632
IV,528536,528537,636
IV,528537,528538,662
IV,528538,528539,664
IV,528539,528540,668
IV,528540,528541,665
IV,528541,528542,666
IV,528542,528543,681
IV,528543,528544,673
IV,528544,528545,676
IV,528545,528546,675
IV,528546,528547,676
IV,528547,528548,673
IV,528548,528549,702
IV,528549,528550,694
IV,528550,528551,714
IV,528551,528552,717
IV,528552,528553,716
IV,528553,528556,715
IV,528556,528557,714
IV,528557,528560,683
IV,528560,528561,679
IV,528561,528563,681
IV,528563,528564,691
IV,528564,528565,696
IV,528565,528566,693
IV,528566,528567,692
IV,528567,528568,653
IV,528568,528569,655
IV,528569,528570,656
IV,528570,528572,657
IV,528572,528573,670
IV,528573,528574,682
IV,528574,528575,691
IV,528575,528578,686
IV,528578,528579,710
IV,528579,528580,709
IV,528580,528581,717
IV,528581,528582,720
IV,528582,528583,705
IV,528583,528584,686
IV,528584,528585,684
IV,528585,528587,681
IV,528587,528588,638
IV,528588,528589,643
IV,528589,528590,630
IV,528590,528591,625
IV,528591,528592,629
IV,528592,528593,636
IV,528593,528594,635
IV,528594,528595,632
IV,528595,528596,630
IV,528596,528597,634
IV,528597,528598,635
IV,528598,528599,631
IV,528599,528600,642
IV,528600,528601,640
IV,528601,528602,638
IV,528602,528603,641
IV,528603,528604,639
IV,528604,528605,649
IV,528605,528606,647
IV,528606,528607,646
IV,528607,528608,647
IV,528608,528609,640
IV,528609,528610,641
IV,528610,528611,621
IV,528611,528612,632
IV,528612,528613,636
IV,528613,528614,625
IV,528614,528615,626
IV,528615,528617,628
IV,528617,528618,623
IV,528618,528619,628
IV,528619,528620,631
IV,528620,528621,634
IV,528621,528622,624
IV,528622,528623,627
IV,528623,528624,625
IV,528624,528625,626
IV,528625,528626,644
IV,528626,528627,642
IV,528627,528629,636
IV,528629,528630,637
IV,528630,528632,642
IV,528632,528633,636
IV,528633,528635,625
IV,528635,528637,620
IV,528637,528638,608
IV,528638,528639,626
IV,528639,528640,627
IV,528640,528641,613
IV,528641,528642,615
IV,528642,528643,598
IV,528643,528646,591
IV,528646,528647,613
IV,528647,528648,593
IV,528648,528649,587
IV,528649,528650,586
IV,528650,528651,581
IV,528651,528652,592
IV,528652,528653,603
IV,528653,528655,614
IV,528655,528656,596
IV,528656,528657,602
IV,528657,528658,599
IV,528658,528660,602
IV,528660,528661,598
IV,528661,528662,597
IV,528662,528663,599
IV,528663,528664,601
IV,528664,528665,608
IV,528665,528666,603
IV,528666,528667,604
IV,528667,528670,592
IV,528670,528671,591
IV,528671,528672,589
IV,528672,528673,606
IV,528673,528674,588
IV,528674,528675,591
IV,528675,528677,590
IV,528677,528678,587
IV,528678,528679,586
IV,528679,528680,611
IV,528680,528681,610
IV,528681,528682,605
IV,528682,528684,604
IV,528684,528685,609
IV,528685,528686,605
IV,528686,528688,609
IV,528688,528689,587
IV,528689,528690,590
IV,528690,528691,597
IV,528691,528692,598
IV,528692,528693,616
IV,528693,528695,602
IV,528695,528696,617
IV,528696,528697,618
IV,528697,528698,624
IV,528698,528699,625
IV,528699,528700,608
IV,528700,528701,610
IV,528701,528702,591
IV,528702,528703,587
IV,528703,528706,590
IV,528706,528707,591
IV,528707,528708,590
IV,528708,528709,595
IV,528709,528712,589
IV,528712,528714,587
IV,528714,528715,603
IV,528715,528716,598
IV,528716,528717,597
IV,528717,528719,594
IV,528719,528720,593
IV,528720,528721,592
IV,528721,528722,591
IV,528722,528723,599
IV,528723,528724,580
IV,528724,528725,571
IV,528725,528726,564
IV,528726,528728,565
IV,528728,528729,588
IV,528729,528730,568
IV,528730,528731,567
IV,528731,528732,558
IV,528732,528733,555
IV,528733,528734,557
IV,528734,528736,559
IV,528736,528737,580
IV,528737,528738,586
IV,528738,528739,601
IV,528739,528741,607
IV,528741,528742,608
IV,528742,528743,603
IV,528743,528744,595
IV,528744,528745,598
IV,528745,528747,597
IV,528747,528748,600
IV,528748,528749,587
IV,528749,528750,593
IV,528750,528751,588
IV,528751,528752,591
IV,528752,528753,596
IV,528753,528754,598
IV,528754,528755,597
IV,528755,528757,587
IV,528757,528758,589
IV,528758,528759,588
IV,528759,528760,598
IV,528760,528761,607
IV,528761,528762,597
IV,528762,528763,593
IV,528763,528765,584
IV,528765,528766,583
IV,528766,528767,581
IV,528767,528768,613
IV,528768,528769,615
IV,528769,528770,610
IV,528770,528771,606
IV,528771,528772,602
IV,528772,528773,600
IV,528773,528775,597
IV,528775,528776,596
IV,528776,528777,574
IV,528777,528779,568
IV,528779,528781,577
IV,528781,528782,576
IV,528782,528783,573
IV,528783,528784,574
IV,528784,528785,578
IV,528785,528786,579
IV,528786,528787,581
IV,528787,528788,587
IV,528788,528789,582
IV,528789,528790,568
IV,528790,528792,560
IV,528792,528793,564
IV,528793,528794,572
IV,528794,528795,580
IV,528795,528796,578
IV,528796,528797,577
IV,528797,528799,574
IV,528799,528801,577
IV,528801,528802,576
IV,528802,528803,570
IV,528803,528804,558
IV,528804,528805,579
IV,528805,528807,580
IV,528807,528808,572
IV,528808,528809,581
IV,528809,528811,586
IV,528811,528812,598
IV,528812,528813,591
IV,528813,528814,559
IV,528814,528815,558
IV,528815,528816,552
IV,528816,528817,563
IV,528817,528818,561
IV,528818,528819,554
IV,528819,528820,555
IV,528820,528821,557
IV,528821,528822,629
IV,528822,528823,631
IV,528823,528825,617
IV,528825,528826,619
IV,528826,528827,620
IV,528827,528830,621
IV,528830,528831,602
IV,528831,528832,607
IV,528832,528835,642
IV,528835,528836,637
IV,528836,528837,636
IV,528837,528838,643
IV,528838,528839,640
IV,528839,528840,641
IV,528840,528841,638
IV,528841,528842,624
IV,528842,528843,630
IV,528843,528845,615
IV,528845,528846,616
IV,528846,528848,600
IV,528848,528849,597
IV,528849,528850,601
IV,528850,528851,602
IV,528851,528852,601
IV,528852,528853,600
IV,528853,528854,597
IV,528854,528855,594
IV,528855,528856,595
IV,528856,528857,602
IV,528857,528858,606
IV,528858,528859,604
IV,528859,528860,600
IV,528860,528862,602
IV,528862,528863,603
IV,528863,528864,602
IV,528864,528865,609
IV,528865,528867,584
IV,528867,528868,585
IV,528868,528869,587
IV,528869,528870,588
IV,528870,528871,614
IV,528871,528873,615
IV,528873,528874,605
IV,528874,528875,603
IV,528875,528877,601
IV,528877,528878,600
IV,528878,528879,626
IV,528879,528880,599
IV,528880,528881,604
IV,528881,528882,605
IV,528882,528883,616
IV,528883,528884,621
IV,528884,528885,617
IV,528885,528886,615
IV,528886,528887,620
IV,528887,528888,593
IV,528888,528889,589
IV,528889,528890,576
IV,528890,528891,568
IV,528891,528892,573
IV,528892,528893,574
IV,528893,528895,579
IV,528895,528896,578
IV,528896,528898,579
IV,528898,528900,575
IV,528900,528901,572
IV,528901,528902,582
IV,528902,528903,579
IV,528903,528904,582
IV,528904,528905,577
IV,528905,528906,579
IV,528906,528908,580
IV,528908,528909,617
IV,528909,528910,615
IV,528910,528911,603
IV,528911,528912,594
IV,528912,528913,592
IV,528913,528914,588
IV,528914,528915,593
IV,528915,528916,594
IV,528916,528917,595
IV,528917,528918,589
IV,528918,528919,568
IV,528919,528921,566
IV,528921,528922,570
IV,528922,528923,574
IV,528923,528925,570
IV,528925,528926,571
IV,528926,528929,575
IV,528929,528930,600
IV,528930,528931,595
IV,528931,528932,603
IV,528932,528934,601
IV,528934,528935,610
IV,528935,528938,603
IV,528938,528939,594
IV,528939,528940,607
IV,528940,528942,608
IV,528942,528943,609
IV,528943,528944,600
IV,528944,528945,595
IV,528945,528946,589
IV,528946,528947,591
IV,528947,528948,592
IV,528948,528949,571
IV,528949,528950,568
IV,528950,528952,572
IV,528952,528953,573
IV,528953,528954,575
IV,528954,528955,574
IV,528955,528956,545
IV,528956,528957,543
IV,528957,528958,544
IV,528958,528959,549
IV,528959,528960,544
IV,528960,528961,535
IV,528961,528962,539
IV,528962,528963,528
IV,528963,528964,583
IV,528964,528965,587
IV,528965,528966,592
IV,528966,528967,591
IV,528967,528968,593
IV,528968,528969,598
IV,528969,528970,599
IV,528970,528971,602
IV,528971,528972,600
IV,528972,528973,517
IV,528973,528974,518
IV,528974,528976,527
IV,528976,528977,525
IV,528977,528978,523
IV,528978,528979,547
IV,528979,528980,551
IV,528980,528981,559
IV,528981,528982,558
IV,528982,528983,556
IV,528983,528984,520
IV,528984,528985,523
IV,528985,528987,527
IV,528987,528988,529
IV,528988,528989,524
IV,528989,528990,526
IV,528990,528991,531
IV,528991,528992,535
IV,528992,528993,536
IV,528993,528994,531
IV,528994,528995,527
IV,528995,528996,530
IV,528996,528997,529
IV,528997,528999,525
IV,528999,529000,526
IV,529000,529001,524
IV,529001,529003,523
IV,529003,529004,524
IV,529004,529005,527
IV,529005,529006,533
IV,529006,529007,536
IV,529007,529008,531
IV,529008,529009,523
IV,529009,529010,524
IV,529010,529011,535
IV,529011,529012,531
IV,529012,529013,538
IV,529013,529014,537
IV,529014,529015,539
IV,529015,529016,533
IV,529016,529017,535
IV,529017,529018,540
IV,529018,529020,539
IV,529020,529021,538
IV,529021,529023,521
IV,529023,529024,525
IV,529024,529025,540
IV,529025,529026,545
IV,529026,529027,543
IV,529027,529028,541
IV,529028,529029,551
IV,529029,529031,534
IV,529031,529032,530
IV,529032,529034,529
IV,529034,529036,522
IV,529036,529037,521
IV,529037,529038,517
IV,529038,529039,523
IV,529039,529040,522
IV,529040,529041,517
IV,529041,529043,514
IV,529043,529044,511
IV,529044,529045,506
IV,529045,529046,510
IV,529046,529047,511
IV,529047,529049,514
IV,529049,529050,513
IV,529050,529051,547
IV,529051,529052,546
IV,529052,529053,558
IV,529053,529054,563
IV,529054,529056,559
IV,529056,529057,557
IV,529057,529058,564
IV,529058,529059,571
IV,529059,529060,524
IV,529060,529061,527
IV,529061,529062,528
IV,529062,529064,533
IV,529064,529065,531
IV,529065,529066,527
IV,529066,529069,526
IV,529069,529070,514
IV,529070,529071,516
IV,529071,529072,531
IV,529072,529073,528
IV,529073,529076,540
IV,529076,529077,552
IV,529077,529078,546
IV,529078,529080,557
IV,529080,529082,530
IV,529082,529083,521
IV,529083,529084,522
IV,529084,529085,520
IV,529085,529086,516
IV,529086,529087,521
IV,529087,529089,523
IV,529089,529090,522
IV,529090,529091,509
IV,529091,529092,517
IV,529092,529093,522
IV,529093,529095,521
IV,529095,529096,519
IV,529096,529098,514
IV,529098,529099,513
IV,529099,529101,515
IV,529101,529102,505
IV,529102,529103,506
IV,529103,529104,507
IV,529104,529105,506
IV,529105,529106,509
IV,529106,529107,504
IV,529107,529108,505
IV,529108,529109,504
IV,529109,529110,499
IV,529110,529113,501
IV,529113,529114,509
IV,529114,529115,461
IV,529115,529116,471
IV,529116,529118,466
IV,529118,529119,485
IV,529119,529120,486
IV,529120,529121,507
IV,529121,529122,500
IV,529122,529123,505
IV,529123,529124,504
IV,529124,529125,502
IV,529125,529126,494
IV,529126,529127,502
IV,529127,529128,507
IV,529128,529129,517
IV,529129,529130,489
IV,529130,529131,491
IV,529131,529132,483
IV,529132,529133,487
IV,529133,529134,486
IV,529134,529135,485
IV,529135,529136,484
IV,529136,529137,480
IV,529137,529138,484
IV,529138,529139,487
IV,529139,529140,484
IV,529140,529141,485
IV,529141,529142,475
IV,529142,529143,478
IV,529143,529146,476
IV,529146,529147,472
IV,529147,529150,486
IV,529150,529151,481
IV,529151,529152,475
IV,529152,529153,497
IV,529153,529154,499
IV,529154,529155,498
IV,529155,529156,495
IV,529156,529157,485
IV,529157,529159,487
IV,529159,529160,491
IV,529160,529161,490
IV,529161,529162,489
IV,529162,529163,491
IV,529163,529165,489
IV,529165,529167,486
IV,529167,529168,498
IV,529168,529170,496
IV,529170,529171,503
IV,529171,529173,505
IV,529173,529175,504
IV,529175,529176,499
IV,529176,529177,496
IV,529177,529179,495
IV,529179,529180,484
IV,529180,529184,491
IV,529184,529185,486
IV,529185,529186,492
IV,529186,529189,493
IV,529189,529192,487
IV,529192,529193,493
IV,529193,529194,490
IV,529194,529195,522
IV,529195,529196,524
IV,529196,529198,519
IV,529198,529199,516
IV,529199,529200,535
IV,529200,529201,539
IV,529201,529202,511
IV,529202,529203,514
IV,529203,529204,482
IV,529204,529206,489
IV,529206,529207,490
IV,529207,529208,493
IV,529208,529209,487
IV,529209,529210,484
IV,529210,529211,486
IV,529211,529213,484
IV,529213,529214,487
IV,529214,529215,493
IV,529215,529218,512
IV,529218,529219,514
IV,529219,529220,515
IV,529220,529222,528
IV,529222,529223,516
IV,529223,529224,515
IV,529224,529225,497
IV,529225,529226,504
IV,529226,529227,506
IV,529227,529228,504
IV,529228,529229,505
IV,529229,529230,497
IV,529230,529232,496
IV,529232,529233,494
IV,529233,529234,515
IV,529234,529236,514
IV,529236,529237,508
IV,529237,529238,505
IV,529238,529239,503
IV,529239,529241,504
IV,529241,529242,511
IV,529242,529243,501
IV,529243,529244,495
IV,529244,529246,498
IV,529246,529249,502
IV,529249,529250,505
IV,529250,529252,506
IV,529252,529253,508
IV,529253,529254,504
IV,529254,529255,501
IV,529255,529256,502
IV,529256,529257,499
IV,529257,529258,504
IV,529258,529259,503
IV,529259,529260,514
IV,529260,529261,558
IV,529261,529262,574
IV,529262,529263,575
IV,529263,529264,571
IV,529264,529265,563
IV,529265,529266,564
IV,529266,529267,554
IV,529267,529268,560
IV,529268,529269,562
IV,529269,529270,549
IV,529270,529271,566
IV,529271,529272,546
IV,529272,529274,547
IV,529274,529275,546
IV,529275,529276,555
IV,529276,529277,557
IV,529277,529278,561
IV,529278,529279,571
IV,529279,529280,558
IV,529280,529283,562
IV,529283,529285,560
IV,529285,529287,561
IV,529287,529289,559
IV,529289,529290,551
IV,529290,529291,549
IV,529291,529292,550
IV,529292,529293,551
IV,529293,529294,548
IV,529294,529296,550
IV,529296,529298,555
IV,529298,529299,546
IV,529299,529301,547
IV,529301,529302,570
IV,529302,529303,569
IV,529303,529304,571
IV,529304,529308,568
IV,529308,529309,569
IV,529309,529310,601
IV,529310,529311,595
IV,529311,529312,596
IV,529312,529313,584
IV,529313,529314,582
IV,529314,529315,585
IV,529315,529316,588
IV,529316,529318,591
IV,529318,529319,573
IV,529319,529321,579
IV,529321,529322,576
IV,529322,529324,574
IV,529324,529326,573
IV,529326,529327,568
IV,529327,529328,575
IV,529328,529329,573
IV,529329,529330,574
IV,529330,529331,573
IV,529331,529332,568
IV,529332,529335,576
IV,529335,529336,570
IV,529336,529337,568
IV,529337,529338,571
IV,529338,529340,572
IV,529340,529342,574
IV,529342,529343,586
IV,529343,529344,583
IV,529344,529345,584
IV,529345,529346,552
IV,529346,529347,551
IV,529347,529348,571
IV,529348,529349,577
IV,529349,529350,582
IV,529350,529351,570
IV,529351,529352,568
IV,529352,529353,569
IV,529353,529354,564
IV,529354,529355,560
IV,529355,529356,564
IV,529356,529358,565
IV,529358,529359,560
IV,529359,529360,554
IV,529360,529361,550
IV,529361,529362,544
IV,529362,529364,543
IV,529364,529365,536
IV,529365,529366,538
IV,529366,529367,519
IV,529367,529369,521
IV,529369,529370,526
IV,529370,529371,525
IV,529371,529372,512
IV,529372,529373,516
IV,529373,529375,515
IV,529375,529376,520
IV,529376,529377,518
IV,529377,529381,516
IV,529381,529382,520
IV,529382,529383,523
IV,529383,529384,553
IV,529384,529385,535
IV,529385,529387,538
IV,529387,529388,537
IV,529388,529389,543
IV,529389,529392,544
IV,529392,529393,539
IV,529393,529394,540
IV,529394,529395,546
IV,529395,529397,542
IV,529397,529398,540
IV,529398,529399,541
IV,529399,529400,540
IV,529400,529401,537
IV,529401,529402,544
IV,529402,529405,546
IV,529405,529406,545
IV,529406,529407,547
IV,529407,529408,549
IV,529408,529409,544
IV,529409,529410,547
IV,529410,529411,536
IV,529411,529412,506
IV,529412,529413,495
IV,529413,529415,496
IV,529415,529416,492
IV,529416,529417,489
IV,529417,529418,490
IV,529418,529419,485
IV,529419,529420,502
IV,529420,529421,493
IV,529421,529422,473
IV,529422,529423,474
IV,529423,529424,473
IV,529424,529425,471
IV,529425,529426,472
IV,529426,529427,469
IV,529427,529428,476
IV,529428,529429,471
IV,529429,529430,580
IV,529430,529431,584
IV,529431,529432,580
IV,529432,529433,581
IV,529433,529434,580
IV,529434,529435,579
IV,529435,529436,586
IV,529436,529437,585
IV,529437,529438,589
IV,529438,529439,593
IV,529439,529441,587
IV,529441,529442,586
IV,529442,529443,593
IV,529443,529444,595
IV,529444,529445,594
IV,529445,529447,593
IV,529447,529449,607
IV,529449,529450,604
IV,529450,529451,609
IV,529451,529452,613
IV,529452,529453,592
IV,529453,529454,593
IV,529454,529457,579
IV,529457,529458,585
IV,529458,529459,589
IV,529459,529460,580
IV,529460,529461,552
IV,529461,529463,553
IV,529463,529465,554
IV,529465,529466,549
IV,529466,529467,546
IV,529467,529468,542
IV,529468,529469,546
IV,529469,529470,551
IV,529470,529471,545
IV,529471,529472,549
IV,529472,529473,552
IV,529473,529474,560
IV,529474,529477,557
IV,529477,529478,555
IV,529478,529479,549
IV,529479,529480,551
IV,529480,529482,554
IV,529482,529483,549
IV,529483,529484,541
IV,529484,529485,563
IV,529485,529489,565
IV,529489,529490,583
IV,529490,529491,591
IV,529491,529492,589
IV,529492,529493,590
IV,529493,529494,576
IV,529494,529495,575
IV,529495,529496,574
IV,529496,529497,575
IV,529497,529498,572
IV,529498,529499,552
IV,529499,529500,547
IV,529500,529501,542
IV,529501,529502,537
IV,529502,529503,539
IV,529503,529504,538
IV,529504,529506,539
IV,529506,529507,528
IV,529507,529508,532
IV,529508,529509,527
IV,529509,529510,526
IV,529510,529512,528
IV,529512,529513,530
IV,529513,529514,531
IV,529514,529515,533
IV,529515,529516,532
IV,529516,529517,525
IV,529517,529518,530
IV,529518,529519,532
IV,529519,529520,534
IV,529520,529522,535
IV,529522,529523,553
IV,529523,529525,550
IV,529525,529526,563
IV,529526,529528,558
IV,529528,529529,564
IV,529529,529530,556
IV,529530,529531,553
IV,529531,529532,555
IV,529532,529533,551
IV,529533,529534,549
IV,529534,529535,524
IV,529535,529537,522
IV,529537,529538,524
IV,529538,529539,523
IV,529539,529540,520
IV,529540,529541,522
IV,529541,529542,521
IV,529542,529543,525
IV,529543,529544,529
IV,529544,529545,530
IV,529545,529546,528
IV,529546,529548,531
IV,529548,529549,535
IV,529549,529552,534
IV,529552,529553,528
IV,529553,529554,536
IV,529554,529556,539
IV,529556,529557,540
IV,529557,529558,535
IV,529558,529559,536
IV,529559,529560,538
IV,529560,529561,555
IV,529561,529562,562
IV,529562,529563,553
IV,529563,529564,546
IV,529564,529565,544
IV,529565,529566,548
IV,529566,529567,549
IV,529567,529568,552
IV,529568,529570,551
IV,529570,529571,530
IV,529571,529572,649
IV,529572,529573,648
IV,529573,529575,646
IV,529575,529576,648
IV,529576,529577,647
IV,529577,529578,643
IV,529578,529579,635
IV,529579,529580,642
IV,529580,529581,507
IV,529581,529583,529
IV,529583,529584,526
IV,529584,529586,536
IV,529586,529587,544
IV,529587,529588,545
IV,529588,529589,536
IV,529589,529590,554
IV,529590,529591,556
IV,529591,529592,565
IV,529592,529593,566
IV,529593,529594,558
IV,529594,529595,562
IV,529595,529596,563
IV,529596,529597,564
IV,529597,529598,576
IV,529598,529599,555
IV,529599,529601,558
IV,529601,529602,552
IV,529602,529603,547
IV,529603,529604,548
IV,529604,529605,571
IV,529605,529606,572
IV,529606,529607,570
IV,529607,529608,572
IV,529608,529609,564
IV,529609,529610,562
IV,529610,529611,563
IV,529611,529612,565
IV,529612,529613,568
IV,529613,529614,567
IV,529614,529615,583
IV,529615,529616,593
IV,529616,529618,592
IV,529618,529619,594
IV,529619,529620,603
IV,529620,529621,608
IV,529621,529622,610
IV,529622,529623,609
IV,529623,529624,597
IV,529624,529627,588
IV,529627,529629,589
IV,529629,529630,587
IV,529630,529631,594
IV,529631,529632,591
IV,529632,529634,592
IV,529634,529635,590
IV,529635,529637,573
IV,529637,529639,575
IV,529639,529640,573
IV,529640,529641,558
IV,529641,529643,552
IV,529643,529645,551
IV,529645,529646,554
IV,529646,529647,568
IV,529647,529648,570
IV,529648,529650,574
IV,529650,529652,569
IV,529652,529653,580
IV,529653,529655,576
IV,529655,529656,572
IV,529656,529657,573
IV,529657,529658,574
IV,529658,529661,571
IV,529661,529662,569
IV,529662,529663,579
IV,529663,529664,577
IV,529664,529665,600
IV,529665,529666,599
IV,529666,529667,597
IV,529667,529668,603
IV,529668,529669,600
IV,529669,529670,597
IV,529670,529671,603
IV,529671,529672,593
IV,529672,529673,594
IV,529673,529674,576
IV,529674,529675,574
IV,529675,529676,580
IV,529676,529677,574
IV,529677,529679,575
IV,529679,529680,579
IV,529680,529682,581
IV,529682,529685,583
IV,529685,529687,579
IV,529687,529689,575
IV,529689,529690,577
IV,529690,529691,586
IV,529691,529692,582
IV,529692,529693,583
IV,529693,529694,578
IV,529694,529695,574
IV,529695,529697,587
IV,529697,529698,580
IV,529698,529699,586
IV,529699,529700,577
IV,529700,529701,587
IV,529701,529704,589
IV,529704,529705,575
IV,529705,529706,573
IV,529706,529707,574
IV,529707,529709,577
IV,529709,529710,581
IV,529710,529711,589
IV,529711,529712,576
